leftEAR,xLStart,xLEnd,yLStart,yLEnd,xL,yL,wL,hL,xLPoint,yLPoint,xLEst,xLMi,xLM,yLEst,yLMi,yLM,rightEAR,xRStart,xREnd,yRStart,yREnd,xR,yR,wR,hR,xRPoint,yRPoint,xREst,xRMi,xRM,yREst,yRMi,yRM,xOut,yOut
0.296680906,234,254,101,108,12,0,8,7,16,3,1.5,1092,1356,0.666582907,329,511,0.301692183,179,199,100,106,13,0,7,6,16,3,1.5,1092,1356,0.637104803,384,489,1278,388
0.356738621,234,255,94,102,12,7,8,1,16,7,1.5,1040,1356,0.313302232,672,240,0.309173471,178,199,97,104,13,1,8,6,17,4,2,1105,1356,0.593097228,438,455,1278,391
0.35821927,233,254,96,104,13,4,8,4,17,6,2,1105,1356,0.304592528,576,233,0.285390896,178,199,98,104,13,0,8,6,17,3,2,1105,1356,0.732994727,384,562,1279,393
0.347826087,234,257,94,102,12,7,9,1,16,7,1.5,950,1356,0.3657289,672,280,0.319467138,177,199,96,104,14,2,8,6,18,5,2.5,1117,1356,0.532546247,480,408,1279,397
0.315352999,234,253,98,105,3,2,16,5,11,4,-1,790,-1366,0.556747066,438,427,0.263576628,178,199,99,105,14,1,6,5,17,3,2,1105,1356,0.861313954,384,661,1280,403
0.300569952,233,253,97,104,6,3,14,4,13,5,0,887,0,0.643706165,548,494,0.263963261,178,199,99,105,14,1,6,5,17,3,2,1105,1356,0.859039643,384,659,1282,413
0.314054354,233,252,98,105,8,2,11,5,13,4,0,934,0,0.564386156,438,433,0.2512225,179,199,100,106,12,1,8,5,16,3,1.5,1092,1356,0.933985294,384,717,1283,417
0.35,234,254,96,103,7,4,13,3,13,5,0,887,0,0.352941176,548,271,0.287359203,178,199,98,105,13,2,8,5,17,4,2,1105,1356,0.721416456,438,554,1284,425
0.252130288,234,254,101,107,12,1,8,5,16,3,1.5,1092,1356,0.928645364,384,713,0.275694022,179,199,100,106,12,0,8,6,16,3,1.5,1092,1356,0.790035164,384,606,1285,432
0.2512225,233,253,98,104,8,2,12,4,14,4,0.5,956,683,0.933985294,512,717,0.238036173,178,199,100,106,14,1,6,5,17,3,2,1105,1356,1.011551925,384,765,1285,434
0.274115985,234,254,102,109,9,0,11,7,14,3,0.5,956,683,0.799317736,329,613,0.284427278,178,199,100,107,13,0,8,7,17,3,2,1105,1356,0.738663071,329,567,1286,436
0.300569952,233,253,97,104,9,4,11,3,14,5,0.5,956,683,0.643706165,548,494,0.285390896,177,198,99,106,15,3,6,4,18,5,2.5,1170,1356,0.732994727,548,562,1287,441
0.353553391,234,255,103,112,12,0,9,9,16,4,1.5,1040,1356,0.332038879,341,255,0.296114416,178,200,101,108,13,0,9,7,17,3,2,1055,1356,0.669915197,329,514,1287,448
0.284793444,234,255,103,110,12,0,9,7,16,3,1.5,1040,1356,0.736509153,329,565,0.274656893,179,199,100,106,13,1,6,5,16,3,1.5,1092,1356,0.796135922,384,611,1288,459
0.349563319,234,254,96,104,8,6,12,2,14,7,0.5,956,683,0.355509891,672,273,0.309173471,177,198,98,105,15,3,6,4,18,5,2.5,1170,1356,0.593097228,548,455,1289,468
0.29823197,235,255,103,111,12,0,8,8,16,4,1.5,1092,1356,0.657459002,384,504,0.263963261,179,200,101,107,12,0,8,6,16,3,1.5,1040,1356,0.859039643,384,659,1291,479
0.298727078,234,254,100,108,12,2,8,6,16,5,1.5,1092,1356,0.654546602,480,502,0.284427278,179,200,100,106,13,0,7,6,16,3,1.5,1040,1356,0.738663071,384,567,1291,483
0.306412939,236,257,102,110,7,0,14,8,14,4,0.5,910,683,0.609335656,384,467,0.285714286,178,199,100,106,15,1,5,5,17,3,2,1105,1356,0.731092437,384,561,1292,486
0.306412939,234,255,103,111,13,0,8,8,17,4,2,1105,1356,0.609335656,384,467,0.285390896,178,199,101,108,14,0,7,7,17,3,2,1105,1356,0.732994727,329,562,1293,491
0.333333333,235,256,104,112,12,0,9,8,16,4,1.5,1040,1356,0.450980392,384,346,0.309173471,179,200,101,108,12,0,9,7,16,3,1.5,1040,1356,0.593097228,329,455,1295,499
0.252130288,235,255,102,108,12,0,8,6,16,3,1.5,1092,1356,0.928645364,384,713,0.263071992,178,199,101,107,14,0,7,6,17,3,2,1105,1356,0.864282398,384,663,1296,506
0.300569952,235,255,101,108,12,1,8,6,16,4,1.5,1092,1356,0.643706165,438,494,0.32459451,178,198,100,107,14,1,6,6,17,4,2,1161,1356,0.502385234,438,385,1296,516
0.333333333,235,256,104,112,12,0,9,8,16,4,1.5,1040,1356,0.450980392,384,346,0.340909091,178,200,101,109,13,0,9,8,17,4,2,1055,1356,0.406417112,384,312,1298,527
0.318464878,234,256,104,112,13,0,9,8,17,4,2,1055,1356,0.538441896,384,413,0.304347826,178,201,102,109,13,0,10,7,18,3,2.5,1069,1356,0.621483376,329,477,1300,533
0.333333333,234,255,104,112,12,0,9,8,16,4,1.5,1040,1356,0.450980392,384,346,0.310863647,179,200,101,108,12,0,9,7,16,3,1.5,1040,1356,0.583155019,329,447,1300,539
0.316864511,234,256,104,112,13,0,9,8,17,4,2,1055,1356,0.547855818,384,420,0.347497794,179,202,102,110,12,0,11,8,17,4,2,1009,1356,0.367660034,384,282,1301,549
0.338391447,234,256,104,113,13,0,9,9,17,4,2,1055,1356,0.421226784,341,323,0.34232404,179,201,101,109,12,0,10,8,17,4,2,1055,1356,0.398093884,384,305,1303,558
0.329983165,234,255,104,112,12,0,9,8,16,4,1.5,1040,1356,0.470687267,384,361,0.340909091,179,201,101,109,12,0,10,8,17,4,2,1055,1356,0.406417112,384,312,1305,570
0.318464878,234,256,104,112,13,0,9,8,17,4,2,1055,1356,0.538441896,384,413,0.341970946,179,201,101,109,12,0,10,8,17,4,2,1055,1356,0.400170904,384,307,1308,583
0.329983165,234,255,104,112,13,0,8,8,17,4,2,1105,1356,0.470687267,384,361,0.356738621,179,200,101,109,12,0,9,8,16,4,1.5,1040,1356,0.313302232,384,240,1308,585
0.329983165,234,255,104,112,13,0,8,8,17,4,2,1105,1356,0.470687267,384,361,0.340909091,179,201,101,109,12,0,10,8,17,4,2,1055,1356,0.406417112,384,312,1308,588
0.315264144,234,256,104,112,13,0,9,8,17,4,2,1055,1356,0.557269739,384,427,0.34232404,179,201,101,109,12,0,10,8,17,4,2,1055,1356,0.398093884,384,305,1308,590
0.316864511,234,256,104,112,13,0,9,8,17,4,2,1055,1356,0.547855818,384,420,0.340909091,179,201,101,109,12,0,10,8,17,4,2,1055,1356,0.406417112,384,312,1308,593
0.340785352,234,256,104,113,13,0,9,8,17,4,2,1055,1356,0.407144986,341,312,0.340909091,179,201,101,109,12,0,10,8,17,4,2,1055,1356,0.406417112,384,312,1307,598
0.318464878,234,256,104,112,13,0,9,8,17,4,2,1055,1356,0.538441896,384,413,0.341970946,180,202,101,109,11,0,11,8,16,4,1.5,993,1356,0.400170904,384,307,1305,604
0.329983165,234,255,104,112,12,0,9,8,16,4,1.5,1040,1356,0.470687267,384,361,0.332956046,179,200,102,109,12,0,9,7,16,3,1.5,1040,1356,0.45319973,329,348,1305,604
0.331658249,235,256,104,112,11,0,10,8,16,4,1.5,1040,1356,0.46083383,384,353,0.325,180,200,101,108,11,0,9,7,15,3,1,1024,1356,0.5,329,383,1303,607
0.336802322,234,256,104,113,11,0,11,9,16,4,1.5,993,1356,0.430574575,341,330,0.319796996,178,200,102,109,12,0,10,7,17,3,2,1055,1356,0.530605908,329,407,1299,610
0.329983165,234,255,104,112,11,0,10,8,16,4,1.5,1040,1356,0.470687267,384,361,0.318181818,179,201,102,109,11,0,9,7,15,3,1,931,1356,0.540106952,329,414,1296,612
0.360301879,234,256,103,112,11,0,11,9,16,4,1.5,993,1356,0.292341887,341,224,0.363636364,179,201,101,109,10,0,12,8,16,4,1.5,993,1356,0.272727273,384,209,1292,613
0.377123617,234,255,103,112,11,0,10,9,16,4,1.5,1040,1356,0.19339049,341,148,0.34232404,179,201,101,109,10,0,12,8,16,4,1.5,993,1356,0.398093884,384,305,1290,613
0.377123617,234,255,103,112,11,0,10,9,16,4,1.5,1040,1356,0.19339049,341,148,0.365051312,179,201,101,109,10,0,12,8,16,4,1.5,993,1356,0.264404044,384,203,1282,617
0.340785352,233,255,104,113,12,0,10,8,17,4,2,1055,1356,0.407144986,341,312,0.35821927,178,199,101,109,11,0,10,8,16,4,1.5,1040,1356,0.304592528,384,233,1275,619
0.353553391,234,255,104,113,11,0,10,8,16,4,1.5,1040,1356,0.332038879,341,255,0.358625184,179,200,101,109,10,0,11,8,15,4,1,975,1356,0.302204797,384,232,1258,622
0.339184986,233,255,104,113,11,0,11,8,16,4,1.5,993,1356,0.416558907,341,319,0.363261287,178,200,102,110,11,0,11,8,16,4,1.5,993,1356,0.274933604,384,211,1248,623
0.361703853,233,255,104,113,11,0,11,8,16,4,1.5,993,1356,0.284094981,341,218,0.347497794,177,200,102,110,11,0,11,8,16,4,1.5,950,1356,0.367660034,384,282,1237,623
0.339184986,233,255,104,112,11,0,11,8,16,4,1.5,993,1356,0.416558907,384,319,0.327440386,178,201,101,109,10,0,12,8,16,4,1.5,950,1356,0.485644789,384,372,1226,625
0.329983165,233,254,104,112,10,0,11,8,15,4,1,975,1356,0.470687267,384,361,0.340909091,178,200,101,109,9,0,13,8,15,4,1,931,1356,0.406417112,384,312,1213,627
0.360301879,232,254,104,113,11,0,11,8,16,4,1.5,993,1356,0.292341887,341,224,0.363261287,178,200,102,110,9,0,12,8,15,4,1,931,1356,0.274933604,384,211,1190,627
0.377123617,233,254,103,112,9,0,12,9,15,4,1,975,1356,0.19339049,341,148,0.365051312,178,200,101,109,9,0,13,8,15,4,1,931,1356,0.264404044,384,203,1169,627
0.363105827,232,254,103,112,10,0,12,9,16,4,1.5,993,1356,0.275848075,341,211,0.363261287,178,200,101,109,9,0,13,8,15,4,1,931,1356,0.274933604,384,211,1145,628
0.400693843,233,254,103,113,9,0,12,9,15,4,1,975,1356,0.054742102,307,42,0.364674777,178,200,101,109,9,0,13,8,15,4,1,931,1356,0.266618961,384,204,1112,628
0.363105827,232,254,104,113,10,0,12,8,16,4,1.5,993,1356,0.275848075,341,211,0.34232404,178,200,101,109,9,0,13,8,15,4,1,931,1356,0.398093884,384,305,1075,628
0.382820747,232,254,103,112,10,0,12,9,16,4,1.5,993,1356,0.15987796,341,122,0.348849946,177,200,102,110,10,0,10,8,15,4,1,890,1356,0.359706199,384,276,1036,628
0.337783012,233,255,104,113,9,0,13,8,15,4,1,931,1356,0.424805813,341,326,0.363636364,178,200,102,110,9,0,13,8,15,4,1,931,1356,0.272727273,384,209,1005,628
0.337783012,232,254,104,113,10,0,12,8,16,4,1.5,993,1356,0.424805813,341,326,0.363636364,178,200,102,110,9,0,13,8,15,4,1,931,1356,0.272727273,384,209,970,628
0.350835202,233,254,104,113,9,0,12,8,15,4,1,975,1356,0.348028222,341,267,0.317853626,178,200,102,109,9,0,12,7,15,3,1,931,1356,0.542037492,329,416,945,625
0.353553391,233,254,104,113,9,0,12,8,15,4,1,975,1356,0.332038879,341,255,0.363636364,178,200,102,110,9,0,13,8,15,4,1,931,1356,0.272727273,384,209,912,621
0.361703853,233,255,104,113,9,0,13,9,15,4,1,931,1356,0.284094981,341,218,0.363636364,178,200,102,110,9,0,10,8,14,4,0.5,869,683,0.272727273,384,209,879,616
0.374224216,233,254,104,113,9,0,12,8,15,4,1,975,1356,0.21044579,341,161,0.363261287,178,200,102,110,9,0,13,8,15,4,1,931,1356,0.274933604,384,211,856,616
0.353553391,233,254,104,113,9,0,12,8,15,4,1,975,1356,0.332038879,341,255,0.319796996,178,200,102,109,9,0,12,7,15,3,1,931,1356,0.530605908,329,407,843,614
0.377123617,233,254,104,113,9,0,12,8,15,4,1,975,1356,0.19339049,341,148,0.340909091,178,200,102,110,9,0,13,8,15,4,1,931,1356,0.406417112,384,312,838,613
0.361703853,233,255,104,113,10,0,12,9,16,4,1.5,993,1356,0.284094981,341,218,0.318181818,178,200,102,109,9,0,13,7,15,3,1,931,1356,0.540106952,329,414,832,612
0.329983165,233,254,104,112,9,0,12,8,15,4,1,975,1356,0.470687267,384,361,0.340909091,178,200,102,110,9,0,13,8,15,4,1,931,1356,0.406417112,384,312,823,612
0.363105827,233,255,104,113,10,0,12,9,16,4,1.5,993,1356,0.275848075,341,211,0.363636364,178,200,102,110,9,0,13,8,15,4,1,931,1356,0.272727273,384,209,804,608
0.329983165,233,254,104,112,9,0,12,8,15,4,1,975,1356,0.470687267,384,361,0.319467138,178,200,102,109,9,0,12,7,15,3,1,931,1356,0.532546247,329,408,777,603
0.337783012,232,254,104,113,10,0,12,8,16,4,1.5,993,1356,0.424805813,341,326,0.363636364,177,199,102,110,10,0,11,8,15,4,1,931,1356,0.272727273,384,209,763,602
0.357770876,233,255,104,113,9,0,13,9,15,4,1,931,1356,0.307230139,341,235,0.382001845,178,199,102,110,8,0,13,8,14,4,0.5,910,683,0.16469503,384,126,748,600
0.340785352,232,254,104,113,10,0,12,8,16,4,1.5,993,1356,0.407144986,341,312,0.363261287,177,199,102,110,9,0,10,8,14,4,0.5,869,683,0.274933604,384,211,739,598
0.331658249,232,253,104,112,0,0,21,8,10,4,-1.5,650,-2049,0.46083383,384,353,0.341970946,177,199,102,110,7,0,12,8,13,4,0,807,0,0.400170904,384,307,725,596
0.378591046,232,253,104,113,0,0,21,8,10,4,-1.5,650,-2049,0.184758554,341,141,0.341970946,177,199,102,110,7,0,12,8,13,4,0,807,0,0.400170904,384,307,710,595
0.377123617,232,253,104,113,0,0,21,8,10,4,-1.5,650,-2049,0.19339049,341,148,0.326086957,176,199,103,111,8,0,12,7,14,3,0.5,831,683,0.493606138,288,379,693,594
0.384067957,231,253,104,113,0,0,22,8,11,4,-1,683,-1366,0.152541427,341,117,0.363636364,176,198,102,111,8,0,12,8,14,4,0.5,869,683,0.272727273,341,209,673,592
0.337783012,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.317853626,176,198,103,110,8,0,12,7,14,3,0.5,869,683,0.542037492,329,416,655,592
0.333333333,232,253,104,112,0,0,21,8,10,4,-1.5,650,-2049,0.450980392,384,346,0.341970946,176,198,102,110,8,0,10,8,13,4,0,807,0,0.400170904,384,307,640,592
0.318464878,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.538441896,384,413,0.317853626,176,198,103,110,8,0,14,7,15,3,1,931,1356,0.542037492,329,416,619,591
0.315264144,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.557269739,384,427,0.342170968,176,198,102,110,8,0,13,8,14,4,0.5,869,683,0.398994303,384,306,603,591
0.360301879,231,253,104,113,0,0,22,8,11,4,-1,683,-1366,0.292341887,341,224,0.380521195,177,198,102,110,7,0,13,8,13,4,0,845,0,0.173404733,384,133,594,591
0.337783012,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.363552122,176,198,102,111,8,0,11,8,13,4,0,807,0,0.273222811,341,209,581,590
0.361703853,231,253,104,113,0,0,22,8,11,4,-1,683,-1366,0.284094981,341,218,0.340557457,176,198,103,111,7,0,9,7,11,3,-1,683,-1366,0.408485548,288,313,558,590
0.315264144,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.557269739,384,427,0.363261287,175,197,102,111,8,0,13,8,14,4,0.5,869,683,0.274933604,341,211,540,588
0.315264144,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.557269739,384,427,0.340557457,177,199,102,110,0,0,22,8,11,4,-1,683,-1366,0.408485548,384,313,529,586
0.316864511,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.547855818,384,420,0.340557457,176,198,102,110,0,0,18,8,9,4,-2,558,-2732,0.408485548,384,313,519,585
0.362142984,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.281511858,384,216,0.386363636,176,198,102,111,0,0,19,8,9,4,-2,558,-2732,0.139037433,341,106,502,585
0.337783012,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.364674777,176,198,103,111,7,0,15,7,14,3,0.5,869,683,0.266618961,288,204,476,585
0.337783012,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.339509048,176,198,103,111,7,0,9,7,11,3,-1,683,-1366,0.414652661,288,318,447,585
0.339509048,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.414652661,384,318,0.357142857,177,198,103,111,6,0,15,7,13,3,0,845,0,0.31092437,288,238,434,584
0.360301879,231,253,104,113,0,0,22,8,11,4,-1,683,-1366,0.292341887,341,224,0.364674777,176,198,103,111,7,0,12,7,13,3,0,807,0,0.266618961,288,204,419,581
0.337783012,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.363261287,176,198,103,111,7,0,12,7,13,3,0,807,0,0.274933604,288,211,408,579
0.337783012,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.363261287,176,198,103,111,7,0,13,7,13,3,0,807,0,0.274933604,288,211,393,577
0.356695904,231,252,104,112,0,0,21,8,10,4,-1.5,650,-2049,0.313553505,384,240,0.340909091,176,198,103,111,7,0,13,7,13,3,0,807,0,0.406417112,288,312,375,577
0.337783012,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.363261287,176,198,103,111,7,0,13,7,13,3,0,807,0,0.274933604,288,211,356,575
0.337783012,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.363261287,176,198,103,111,7,0,12,7,13,3,0,807,0,0.274933604,288,211,339,574
0.337783012,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.363636364,176,198,103,111,7,0,12,7,13,3,0,807,0,0.272727273,288,209,327,572
0.337783012,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.340557457,176,198,103,111,7,0,13,7,13,3,0,807,0,0.408485548,288,313,317,572
0.337783012,231,253,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.364674777,176,198,103,111,7,0,13,7,13,3,0,807,0,0.266618961,288,204,310,572
0.377123617,231,252,104,112,0,0,21,8,10,4,-1.5,650,-2049,0.19339049,384,148,0.362142984,176,198,103,111,6,0,12,7,12,3,-0.5,745,-683,0.281511858,288,216,293,572
0.335200762,231,252,104,112,0,0,21,8,10,4,-1.5,650,-2049,0.43999552,384,337,0.340909091,176,198,103,111,6,0,11,7,11,3,-1,683,-1366,0.406417112,288,312,278,572
0.356695904,231,252,104,112,0,0,21,8,10,4,-1.5,650,-2049,0.313553505,384,240,0.363261287,176,198,103,111,6,0,12,7,12,3,-0.5,745,-683,0.274933604,288,211,263,572
0.337783012,230,252,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.363261287,176,198,103,111,6,0,12,7,12,3,-0.5,745,-683,0.274933604,288,211,249,572
0.355228475,231,252,104,112,0,0,21,8,10,4,-1.5,650,-2049,0.322185441,384,247,0.363261287,176,198,103,111,0,0,18,7,9,3,-2,558,-2732,0.274933604,288,211,246,572
0.356695904,231,252,104,112,0,0,21,8,10,4,-1.5,650,-2049,0.313553505,384,240,0.356738621,176,197,103,111,0,0,18,7,9,3,-2,585,-2732,0.313302232,288,240,240,572
0.337783012,230,252,104,112,0,0,22,8,11,4,-1,683,-1366,0.424805813,384,326,0.363261287,176,198,103,111,0,0,19,7,9,3,-2,558,-2732,0.274933604,288,211,231,573
0.329983165,231,252,104,112,0,0,21,7,10,3,-1.5,650,-2049,0.470687267,288,361,0.333516293,176,197,103,110,0,0,17,7,8,3,-2.5,520,-3415,0.449904159,329,345,215,575
0.316875111,230,252,104,112,0,0,22,7,11,3,-1,683,-1366,0.547793464,288,420,0.333516293,176,197,103,111,0,0,17,7,8,3,-2.5,520,-3415,0.449904159,288,345,204,576
0.36496126,230,252,103,112,0,0,22,8,11,4,-1,683,-1366,0.264933765,341,203,0.342170968,175,197,103,111,0,0,18,7,9,3,-2,558,-2732,0.398994303,288,306,192,576
0.315264144,230,252,104,112,0,0,22,7,11,3,-1,683,-1366,0.557269739,288,427,0.355534097,176,197,103,111,0,0,19,7,9,3,-2,585,-2732,0.320387663,288,246,180,576
0.340785352,230,252,104,112,0,0,22,7,11,3,-1,683,-1366,0.407144986,288,312,0.363261287,175,197,103,111,0,0,18,7,9,3,-2,558,-2732,0.274933604,288,211,172,576
0.34252673,230,252,104,112,0,0,22,7,11,3,-1,683,-1366,0.396901589,288,304,0.341970946,175,197,103,111,0,0,18,7,9,3,-2,558,-2732,0.400170904,288,307,164,578
0.3200922,230,252,104,112,0,0,22,7,11,3,-1,683,-1366,0.528869413,288,406,0.340557457,175,197,103,111,0,0,18,7,9,3,-2,558,-2732,0.408485548,288,313,156,579
0.316864511,230,252,104,112,0,0,22,7,11,3,-1,683,-1366,0.547855818,288,420,0.340557457,175,197,103,111,0,0,14,7,7,3,-3,434,-4098,0.408485548,288,313,147,582
0.333516293,230,251,104,112,0,0,21,7,10,3,-1.5,650,-2049,0.449904159,288,345,0.317853626,175,197,103,110,0,0,14,7,7,3,-3,434,-4098,0.542037492,329,416,143,582
0.339509048,229,251,103,111,0,0,22,8,11,4,-1,683,-1366,0.414652661,384,318,0.336336397,175,196,103,111,0,0,13,7,6,3,-3.5,390,-4781,0.433315312,288,332,138,584
0.331831824,230,251,104,112,0,0,21,7,10,3,-1.5,650,-2049,0.459812799,288,353,0.316875111,175,197,103,111,0,0,13,7,6,3,-3.5,372,-4781,0.547793464,288,420,133,587
0.331831824,230,251,104,112,0,0,21,7,10,3,-1.5,650,-2049,0.459812799,288,353,0.334646221,175,196,104,111,0,0,13,6,6,3,-3.5,390,-4781,0.443257521,329,340,130,593
0.339509048,229,251,104,112,0,0,22,7,11,3,-1,683,-1366,0.414652661,288,318,0.317853626,174,196,104,111,0,0,14,7,7,3,-3,434,-4098,0.542037492,329,416,130,593
0.331831824,230,251,104,112,0,0,21,7,10,3,-1.5,650,-2049,0.459812799,288,353,0.317853626,175,197,103,110,0,0,13,7,6,3,-3.5,372,-4781,0.542037492,329,416,126,594
0.362142984,229,251,103,112,0,0,22,8,11,4,-1,683,-1366,0.281511858,341,216,0.355534097,175,196,103,111,0,0,12,7,6,3,-3.5,390,-4781,0.320387663,288,246,126,594
0.301791429,229,252,104,112,0,0,14,7,7,3,-3,415,-4098,0.636521003,288,488,0.316875111,175,197,103,110,0,0,12,7,6,3,-3.5,372,-4781,0.547793464,329,420,126,594
0.316864511,230,252,104,112,0,0,13,7,6,3,-3.5,372,-4781,0.547855818,288,420,0.294241175,175,197,104,111,0,0,12,7,6,3,-3.5,372,-4781,0.680934267,329,522,126,594
0.355534097,230,251,103,112,0,0,21,8,10,4,-1.5,650,-2049,0.320387663,341,246,0.331831824,175,196,103,111,0,0,12,8,6,4,-3.5,390,-4781,0.459812799,384,353,126,594
0.339509048,229,251,103,111,0,0,22,8,11,4,-1,683,-1366,0.414652661,384,318,0.340918186,175,197,103,111,0,0,12,7,6,3,-3.5,372,-4781,0.406363614,288,312,125,596
0.340918186,229,251,103,112,0,0,22,9,11,4,-1,683,-1366,0.406363614,341,312,0.340557457,175,197,103,111,0,0,12,7,6,3,-3.5,372,-4781,0.408485548,288,313,110,603
0.316875111,229,251,104,112,0,0,14,8,7,4,-3,434,-4098,0.547793464,384,420,0.296763308,175,197,104,111,0,0,12,7,6,3,-3.5,372,-4781,0.666098191,329,511,94,609
0.355534097,230,251,103,112,0,0,21,8,10,4,-1.5,650,-2049,0.320387663,341,246,0.334646221,175,196,103,110,0,0,12,7,6,3,-3.5,390,-4781,0.443257521,329,340,89,610
0.331831824,230,251,104,112,0,0,13,8,6,4,-3.5,390,-4781,0.459812799,384,353,0.334646221,175,196,103,110,0,0,12,7,6,3,-3.5,390,-4781,0.443257521,329,340,80,614
0.363552122,229,251,103,112,0,0,22,9,11,4,-1,683,-1366,0.273222811,341,209,0.340918186,175,197,103,111,0,0,12,7,6,3,-3.5,372,-4781,0.406363614,288,312,74,618
0.318483655,229,251,104,112,0,0,14,8,7,4,-3,434,-4098,0.538331438,384,413,0.332956046,175,196,103,110,0,0,12,7,6,3,-3.5,390,-4781,0.45319973,329,348,67,624
0.353553391,230,251,103,112,0,0,21,9,10,4,-1.5,650,-2049,0.332038879,341,255,0.349563319,175,195,103,110,0,0,12,7,6,3,-3.5,409,-4781,0.355509891,329,273,65,629
0.318529837,229,251,103,111,0,0,22,8,11,4,-1,683,-1366,0.538059783,384,413,0.308129551,175,196,104,111,0,0,11,7,5,3,-4,325,-5464,0.599237935,329,460,64,631
0.316875111,229,251,103,111,0,0,22,8,11,4,-1,683,-1366,0.547793464,384,420,0.308129551,175,196,104,111,0,0,11,7,5,3,-4,325,-5464,0.599237935,329,460,62,633
0.339509048,229,251,103,112,0,0,22,9,11,4,-1,683,-1366,0.414652661,341,318,0.294241175,174,196,104,111,0,0,12,7,6,3,-3.5,372,-4781,0.680934267,329,522,62,634
0.341117592,229,251,103,112,0,0,22,9,11,4,-1,683,-1366,0.405190635,341,311,0.294241175,174,196,104,111,0,0,12,7,6,3,-3.5,372,-4781,0.680934267,329,522,60,637
0.318483655,229,251,104,112,0,0,13,8,6,4,-3.5,372,-4781,0.538331438,384,413,0.296114416,174,196,104,111,0,0,12,7,6,3,-3.5,372,-4781,0.669915197,329,514,54,643
0.339509048,229,251,103,112,0,0,22,9,11,4,-1,683,-1366,0.414652661,341,318,0.317853626,175,197,104,111,0,0,10,6,5,3,-4,310,-5464,0.542037492,329,416,47,648
0.341117592,229,251,103,112,0,0,22,9,11,4,-1,683,-1366,0.405190635,341,311,0.295149796,174,196,104,111,0,0,12,7,6,3,-3.5,372,-4781,0.675589435,329,518,41,654
0.324861061,228,251,103,112,0,0,23,9,11,4,-1,653,-1366,0.500817286,341,384,0.295849719,174,196,104,111,0,0,11,7,5,3,-4,310,-5464,0.671472241,329,515,35,661
0.355534097,229,250,104,112,0,0,13,8,6,4,-3.5,390,-4781,0.320387663,384,246,0.332956046,175,196,104,111,0,0,10,7,5,3,-4,325,-5464,0.45319973,329,348,31,665
0.355534097,229,250,103,112,0,0,21,8,10,4,-1.5,650,-2049,0.320387663,341,246,0.339509048,174,196,103,111,0,0,12,8,6,4,-3.5,372,-4781,0.414652661,384,318,30,669
0.341117592,228,250,103,111,0,0,22,8,11,4,-1,683,-1366,0.405190635,384,311,0.340557457,174,196,103,111,0,0,12,8,6,4,-3.5,372,-4781,0.408485548,384,313,24,681
0.363552122,228,250,103,112,0,0,22,9,11,4,-1,683,-1366,0.273222811,341,209,0.333516293,174,195,104,111,0,0,11,7,5,3,-4,325,-5464,0.449904159,329,345,20,689
0.340918186,228,250,103,112,0,0,22,9,11,4,-1,683,-1366,0.406363614,341,312,0.316875111,174,196,104,111,0,0,11,7,5,3,-4,310,-5464,0.547793464,329,420,15,697
0.315264144,228,250,104,112,0,0,13,8,6,4,-3.5,372,-4781,0.557269739,384,427,0.309173471,174,195,104,111,0,0,11,7,5,3,-4,325,-5464,0.593097228,329,455,14,704
0.315264144,229,251,104,112,0,0,12,8,6,4,-3.5,372,-4781,0.557269739,384,427,0.295149796,174,196,104,111,0,0,11,7,5,3,-4,310,-5464,0.675589435,329,518,12,717
0.315264144,229,251,104,112,0,0,12,8,6,4,-3.5,372,-4781,0.557269739,384,427,0.332956046,174,195,104,111,0,0,11,7,5,3,-4,325,-5464,0.45319973,329,348,11,729
0.294608995,228,250,104,112,0,0,13,8,6,4,-3.5,372,-4781,0.678770615,384,521,0.295849719,174,196,104,111,0,0,11,7,5,3,-4,310,-5464,0.671472241,329,515,9,740
0.317127863,228,250,104,112,0,0,13,8,6,4,-3.5,372,-4781,0.546306689,384,419,0.294241175,174,196,104,111,0,0,11,7,5,3,-4,310,-5464,0.680934267,329,522,8,742
